case,err
207,  0.0000
208,  0.0000
209,  0.0000
210,  0.0000
211,  0.0000
212,  0.0000
213,  0.0000
214,  0.0000
215,  0.0000
216,  0.0000
217,  0.0000
218,  0.0000
219,  0.0000
220,  0.0000
221,  0.0000
222,  0.0000
223,  0.0000
224,  0.0000
225,  0.0000
226,  0.0000
227,  0.0000
228,  0.0000
229,  0.0000
230,  0.0000
231,  0.0000
232,  0.0000
233,  0.0000
234,  0.0000
235,  0.0000
236,  0.0000
237,  0.0000
238,  0.0000
239,  0.0000
240,  0.0000
241,  0.0000
242,  0.0000
243,  0.0000
244,  0.0000
245,  0.0000
246,  0.0000
247,  0.0000
248,  0.0000
249,  0.0000
250,  0.0000
251,  0.0000
252,  0.0000
253,  0.0000
254,  0.0000
255,  0.0000
256,  0.0000
257,  0.0000
258,  0.0000
259,  0.0000
260,  0.0000
261,  0.0000
262,  0.0000
263,  0.0000
264,  0.0000
265,  0.0000
266,  0.0000
267,  0.0000
268,  0.0000
269,  0.0000
270,  0.0000
271,  0.0000
272,  0.0000
273,  0.0000
274,  0.0000
275,  0.0000
276,  0.0000
277,  0.0000
278,  0.0000
279,  0.0000
280,  0.0000
281,  0.0000
282,  0.0000
283,  0.0000
284,  0.0000
285,  0.0000
286,  0.0000
287,  0.0000
288,  0.0000
289,  0.0000
290,  0.0000
291,  0.0000
292,  0.0000
293,  0.0000
294,  0.0000
295,  0.0000
296,  0.0000
297,  0.0000
298,  0.0000
299,  0.0098
300,  0.0091
301,  0.0091
302,  0.0100
303,  0.0083
304,  0.0099
305,  0.0094
306,  0.0087
307,  0.0098
308,  0.0088
309,  0.0097
310,  0.0086
311,  0.0092
312,  0.0099
313,  0.0086
314,  0.0092
315,  0.0097
316,  0.0083
317,  0.0088
318,  0.0092
319,  0.0097
320,  0.0082
321,  0.0086
322,  0.0090
323,  0.0094
324,  0.0097
325,  0.0082
326,  0.0085
327,  0.0088
328,  0.0091
329,  0.0094
330,  0.0097
331,  0.0082
332,  0.0084
333,  0.0087
334,  0.0089
335,  0.0092
336,  0.0094
337,  0.0096
338,  0.0099
339,  0.0083
340,  0.0085
341,  0.0087
342,  0.0089
343,  0.0091
344,  0.0093
345,  0.0095
346,  0.0097
347,  0.0099
348,  0.0082
349,  0.0084
350,  0.0085
351,  0.0087
352,  0.0089
353,  0.0090
354,  0.0092
355,  0.0094
356,  0.0095
357,  0.0097
358,  0.0099
359,  0.0082
360,  0.0083
361,  0.0085
362,  0.0086
363,  0.0087
364,  0.0089
365,  0.0090
366,  0.0092
367,  0.0093
368,  0.0094
369,  0.0096
370,  0.0097
371,  0.0098
372,  0.0100
373,  0.0083
374,  0.0084
375,  0.0085
376,  0.0086
377,  0.0087
378,  0.0088
379,  0.0089
380,  0.0091
381,  0.0092
382,  0.0093
383,  0.0094
384,  0.0095
385,  0.0096
386,  0.0097
387,  0.0099
388,  0.0100
389,  0.0082
390,  0.0083
391,  0.0084
392,  0.0085
393,  0.0086
394,  0.0087
395,  0.0088
396,  0.0089
397,  0.0090
398,  0.0091
399,  0.0092
400,  0.0093
401,  0.0092
402,  0.0090
403,  0.0089
404,  0.0088
405,  0.0086
406,  0.0085
407,  0.0083
408,  0.0082
409,  0.0099
410,  0.0097
411,  0.0096
412,  0.0094
413,  0.0093
414,  0.0091
415,  0.0090
416,  0.0088
417,  0.0087
418,  0.0086
419,  0.0084
420,  0.0083
421,  0.0100
422,  0.0098
423,  0.0097
424,  0.0095
425,  0.0093
426,  0.0092
427,  0.0090
428,  0.0089
429,  0.0087
430,  0.0086
431,  0.0084
432,  0.0083
433,  0.0081
434,  0.0098
435,  0.0097
436,  0.0095
437,  0.0093
438,  0.0092
439,  0.0090
440,  0.0089
441,  0.0087
442,  0.0086
443,  0.0084
444,  0.0082
445,  0.0100
446,  0.0098
447,  0.0096
448,  0.0094
449,  0.0093
450,  0.0091
451,  0.0089
452,  0.0088
453,  0.0086
454,  0.0084
455,  0.0083
456,  0.0081
457,  0.0098
458,  0.0096
459,  0.0095
460,  0.0093
461,  0.0091
462,  0.0089
463,  0.0087
464,  0.0086
465,  0.0084
466,  0.0082
467,  0.0099
468,  0.0097
469,  0.0095
470,  0.0093
471,  0.0091
472,  0.0089
473,  0.0087
474,  0.0085
475,  0.0083
476,  0.0081
477,  0.0098
478,  0.0096
479,  0.0094
480,  0.0091
481,  0.0089
482,  0.0087
483,  0.0085
484,  0.0082
485,  0.0099
486,  0.0096
487,  0.0094
488,  0.0091
489,  0.0088
490,  0.0086
491,  0.0083
492,  0.0099
493,  0.0096
494,  0.0093
495,  0.0090
496,  0.0087
497,  0.0083
498,  0.0099
499,  0.0095
500,  0.0091
501,  0.0088
502,  0.0084
503,  0.0099
504,  0.0094
505,  0.0089
506,  0.0085
507,  0.0098
508,  0.0093
509,  0.0087
510,  0.0081
511,  0.0093
512,  0.0086
513,  0.0097
514,  0.0089
515,  0.0098
516,  0.0088
517,  0.0095
518,  0.0082
519,  0.0085
520,  0.0085
521,  0.0098
522,  0.0084
523,  0.0089
524,  0.0037
525,  0.0000
526,  0.0000
527,  0.0000
528,  0.0000
529,  0.0000
530,  0.0000
531,  0.0000
532,  0.0000
533,  0.0000
534,  0.0000
535,  0.0000
536,  0.0000
537,  0.0000
538,  0.0000
539,  0.0000
540,  0.0000
541,  0.0000
542,  0.0000
543,  0.0000
544,  0.0000
545,  0.0000
546,  0.0000
547,  0.0000
548,  0.0000
549,  0.0000
550,  0.0000
551,  0.0000
552,  0.0000
553,  0.0000
554,  0.0000
555,  0.0000
556,  0.0000
557,  0.0000
558,  0.0000
559,  0.0000
560,  0.0000
561,  0.0000
562,  0.0000
563,  0.0000
564,  0.0000
565,  0.0000
566,  0.0000
567,  0.0000
568,  0.0000
569,  0.0000
570,  0.0000
571,  0.0000
572,  0.0000
573,  0.0000
574,  0.0000
575,  0.0000
576,  0.0000
577,  0.0000
578,  0.0000
579,  0.0000
580,  0.0000
581,  0.0000
582,  0.0000
583,  0.0000
584,  0.0000
585,  0.0000
586,  0.0000
587,  0.0000
588,  0.0000
589,  0.0000
590,  0.0000
591,  0.0000
592,  0.0000
593,  0.0000
594,  0.0000
595,  0.0000
596,  0.0000
597,  0.0000
598,  0.0000
599,  0.0000
600,  0.0000
601,  0.0000
602,  0.0000
603,  0.0000
604,  0.0000
605,  0.0000
606,  0.0000
607,  0.0000
608,  0.0000
609,  0.0000
610,  0.0000
611,  0.0000
612,  0.0000
613,  0.0000
614,  0.0000
615,  0.0000
616,  0.0000
617,  0.0000
618,  0.0000
619,  0.0000
620,  0.0000
621,  0.0000
622,  0.0000
623,  0.0000
624,  0.0000
625,  0.0000
626,  0.0000
627,  0.0000
628,  0.0000
629,  0.0000
630,  0.0000
631,  0.0000
632,  0.0000
633,  0.0000
634,  0.0000
635,  0.0000
636,  0.0000
637,  0.0000
638,  0.0000
639,  0.0000
640,  0.0000
641,  0.0000
642,  0.0000
643,  0.0000
644,  0.0000
645,  0.0000
646,  0.0000
647,  0.0000
648,  0.0000
649,  0.0000
650,  0.0000
651,  0.0000
652,  0.0000
653,  0.0000
654,  0.0000
655,  0.0000
656,  0.0000
657,  0.0000
658,  0.0000
659,  0.0000
660,  0.0000
661,  0.0000
662,  0.0000
663,  0.0000
664,  0.0000
665,  0.0000
666,  0.0000
667,  0.0000
668,  0.0000
669,  0.0000
670,  0.0000
671,  0.0000
672,  0.0000
673,  0.0000
674,  0.0000
675,  0.0000
676,  0.0000
677,  0.0000
678,  0.0000
679,  0.0000
680,  0.0000
681,  0.0000
682,  0.0000
683,  0.0000
684,  0.0000
685,  0.0000
686,  0.0000
687,  0.0000
688,  0.0000
689,  0.0000
690,  0.0000
691,  0.0000
692,  0.0000
693,  0.0000
694,  0.0000
695,  0.0000
696,  0.0000
697,  0.0000
698,  0.0000
699,  0.0000
700,  0.0000
701,  0.0000
702,  0.0000
703,  0.0000
704,  0.0000
705,  0.0000
706,  0.0000
707,  0.0000
708,  0.0000
709,  0.0000
710,  0.0000
711,  0.0000
712,  0.0000
713,  0.0000
714,  0.0000
715,  0.0000
716,  0.0000
717,  0.0000
718,  0.0000
719,  0.0000
720,  0.0000
721,  0.0000
722,  0.0000
723,  0.0000
724,  0.0000
725,  0.0000
726,  0.0000
727,  0.0000
728,  0.0000
729,  0.0000
730,  0.0000
731,  0.0000
732,  0.0000
733,  0.0000
734,  0.0000
735,  0.0000
736,  0.0000
737,  0.0000
738,  0.0000
739,  0.0000
740,  0.0000
741,  0.0000
742,  0.0000
743,  0.0000
744,  0.0000
745,  0.0000
746,  0.0000
747,  0.0000
748,  0.0000
749,  0.0000
750,  0.0000
751,  0.0000
752,  0.0000
753,  0.0000
754,  0.0000
755,  0.0000
756,  0.0000
757,  0.0000
758,  0.0000
759,  0.0000
760,  0.0000
761,  0.0000
762,  0.0000
763,  0.0000
764,  0.0000
765,  0.0000
766,  0.0000
767,  0.0000
768,  0.0000
769,  0.0000
770,  0.0000
771,  0.0000
772,  0.0000
773,  0.0000
774,  0.0000
775,  0.0000
776,  0.0000
777,  0.0000
778,  0.0000
779,  0.0000
780,  0.0000
781,  0.0000
782,  0.0000
783,  0.0000
784,  0.0000
785,  0.0000
786,  0.0000
787,  0.0000
788,  0.0000
789,  0.0000
790,  0.0000
791,  0.0000
792,  0.0000
793,  0.0000
794,  0.0000
795,  0.0000
796,  0.0000
797,  0.0000
798,  0.0000
799,  0.0000
800,  0.0000
801,  0.0000
802,  0.0000
803,  0.0000
804,  0.0000
805,  0.0000
806,  0.0000
807,  0.0000
808,  0.0000
809,  0.0000
810,  0.0000
811,  0.0000
812,  0.0000
813,  0.0000
814,  0.0000
815,  0.0000
816,  0.0000
817,  0.0000
818,  0.0000
819,  0.0000
820,  0.0000
821,  0.0000
822,  0.0000
823,  0.0000
824,  0.0000
825,  0.0000
826,  0.0000
827,  0.0000
828,  0.0000
829,  0.0000
830,  0.0000
831,  0.0000
832,  0.0000
833,  0.0000
834,  0.0000
835,  0.0000
836,  0.0000
837,  0.0000
838,  0.0000
839,  0.0000
840,  0.0000
841,  0.0000
842,  0.0000
843,  0.0000
844,  0.0000
845,  0.0000
846,  0.0000
847,  0.0000
848,  0.0000
849,  0.0000
850,  0.0000
851,  0.0000
852,  0.0000
853,  0.0000
854,  0.0000
855,  0.0000
856,  0.0000
857,  0.0000
858,  0.0000
859,  0.0000
860,  0.0000
861,  0.0000
862,  0.0000
863,  0.0000
864,  0.0000
865,  0.0000
866,  0.0000
867,  0.0000
868,  0.0000
869,  0.0000
870,  0.0000
871,  0.0000
872,  0.0000
873,  0.0000
874,  0.0000
875,  0.0000
876,  0.0000
877,  0.0000
878,  0.0000
879,  0.0000
880,  0.0000
881,  0.0000
882,  0.0000
883,  0.0000
884,  0.0000
885,  0.0000
886,  0.0000
887,  0.0000
888,  0.0000
889,  0.0000
890,  0.0000
891,  0.0000
892,  0.0000
893,  0.0000
894,  0.0000
895,  0.0000
896,  0.0000
897,  0.0000
898,  0.0000
899,  0.0000
900,  0.0000
901,  0.0000
902,  0.0000
903,  0.0000
904,  0.0000
905,  0.0000
906,  0.0000
907,  0.0000
908,  0.0000
909,  0.0000
910,  0.0000
911,  0.0000
912,  0.0000
913,  0.0000
914,  0.0000
915,  0.0000
916,  0.0000
917,  0.0000
918,  0.0000
919,  0.0000
920,  0.0000
921,  0.0000
922,  0.0000
923,  0.0000
924,  0.0000
925,  0.0000
926,  0.0000
927,  0.0000
928,  0.0000
929,  0.0000
930,  0.0000
931,  0.0000
932,  0.0000
933,  0.0000
934,  0.0000
935,  0.0000
936,  0.0000
937,  0.0000
938,  0.0000
939,  0.0000
940,  0.0000
941,  0.0000
942,  0.0000
943,  0.0000
944,  0.0000
945,  0.0000
946,  0.0000
947,  0.0000
948,  0.0000
949,  0.0000
950,  0.0000
951,  0.0000
952,  0.0000
953,  0.0000
954,  0.0000
955,  0.0000
956,  0.0000
957,  0.0000
958,  0.0000
959,  0.0000
960,  0.0000
961,  0.0000
962,  0.0000
963,  0.0000
964,  0.0000
965,  0.0000
966,  0.0000
967,  0.0000
968,  0.0000
969,  0.0000
970,  0.0000
971,  0.0000
972,  0.0000
973,  0.0000
974,  0.0000
975,  0.0000
976,  0.0000
977,  0.0000
978,  0.0000
979,  0.0000
980,  0.0000
981,  0.0000
982,  0.0000
983,  0.0000
984,  0.0000
985,  0.0000
986,  0.0000
987,  0.0000
988,  0.0000
989,  0.0000
990,  0.0000
991,  0.0000
992,  0.0000
993,  0.0000
994,  0.0000
995,  0.0000
996,  0.0000
997,  0.0000
998,  0.0000
999,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
***,  0.0000
