id,tc,fair
0,18907.385,0
1,18837.685,0.0
2,18770.385,0.0
3,18705.335,0.0
4,18642.434999999998,0.0
5,18581.61,0.0
6,18522.734999999997,0.0
7,18465.735,0.0
8,18410.51,0.0
9,18369.94,0.45479999999999876
10,18356.07,0.9180999999999955
11,18372.105,1.3146999999999949
12,18419.5,0.9690999999999974
13,18494.915,0.519599999999997
14,18589.905,0.033799999999999386
15,18694.345,-0.45589999999999975
16,18800.195,-0.926400000000001
17,18902.74,-1.366100000000003
18,18999.835,-1.7717000000000027
19,19090.85,-2.1441000000000017
20,19161.865,-2.4299000000000035
21,18995.295000000002,-2.0412999999999997
22,18864.245,-1.738199999999999
23,18737.875,-1.4453000000000031
24,18615.89,-1.1619000000000028
25,18498.11,-0.8877000000000024
26,18384.33,-0.6223000000000027
27,18274.385000000002,-0.36540000000000106
28,18168.035,-0.11639999999999873
29,18065.18,0.12480000000000047
30,17965.66,0.3586000000000027
31,17869.27,0.5853999999999999
32,17775.9,0.8053999999999988
33,17685.43,1.0189000000000021
34,17597.725000000002,1.2261999999999986
35,17512.699999999997,1.4273999999999987
36,17430.155,1.6229999999999976
37,17350.075,1.8130000000000024
38,17272.325,1.9977000000000018
39,17196.795,2.1773000000000025
40,17123.445,2.3519000000000005
41,17052.129999999997,2.5219000000000023
42,16982.805,2.6873000000000005
43,16915.39,2.848300000000002
44,16849.765,3.005200000000002
45,16785.94,3.157899999999998
46,16723.81,3.3066999999999993
47,16663.280000000002,3.4517999999999986
48,16604.35,3.593200000000003
49,16546.91,3.731099999999998
50,16490.935,3.8656000000000006
51,16436.385,3.9968000000000004
52,16383.165,4.124899999999997
53,16331.260000000002,4.249899999999997
54,16280.630000000001,4.371899999999997
55,16231.21,4.491100000000003
56,16182.970000000001,4.607500000000002
57,16135.884999999998,4.721200000000003
58,16089.86,4.8324
59,16044.95,4.9410000000000025
60,16001.045,5.047199999999997
61,15958.119999999999,5.1511
62,15916.175000000001,5.252699999999997
63,15875.155,5.3521
64,15835.06,5.449300000000001
65,15795.825,5.544499999999999
66,15757.419999999998,5.637700000000002
67,15719.86,5.728900000000003
68,15683.105000000001,5.818199999999997
69,15647.114999999998,5.905700000000003
