method,case,dest,node,fout,lout,label
dp   ,   36, 1,  1,  1,  3, 43.08
dp   ,   36, 1,  2,  4,  5, 35.82
dp   ,   36, 1,  3,  6,  6, 18.50
dp   ,   37, 1,  1,  1,  3, 40.76
dp   ,   37, 1,  2,  4,  5, 35.82
dp   ,   37, 1,  3,  6,  6, 15.19
dp   ,   38, 1,  1,  1,  3, 39.14
dp   ,   38, 1,  2,  4,  5, 35.82
dp   ,   38, 1,  3,  6,  6, 13.57
dp   ,   39, 1,  1,  1,  3, 43.01
dp   ,   39, 1,  2,  4,  5, 26.86
dp   ,   39, 1,  3,  6,  6, 18.37
dp   ,   40, 1,  1,  1,  3, 41.22
dp   ,   40, 1,  2,  4,  5, 26.86
dp   ,   40, 1,  3,  6,  6, 15.65
dp   ,   41, 1,  1,  1,  3, 39.69
dp   ,   41, 1,  2,  4,  5, 26.86
dp   ,   41, 1,  3,  6,  6, 14.11
dp   ,   42, 1,  1,  1,  3, 42.74
dp   ,   42, 1,  2,  4,  5, 24.16
dp   ,   43, 1,  1,  1,  3, 41.54
dp   ,   43, 1,  2,  4,  5, 23.87
dp   ,   43, 1,  3,  6,  6, 15.97
dp   ,   44, 1,  1,  1,  3, 40.11
dp   ,   44, 1,  2,  4,  5, 23.87
dp   ,   44, 1,  3,  6,  6, 14.54
dp   ,   45, 1,  1,  1,  3, 42.02
dp   ,   45, 1,  2,  4,  5, 22.81
dp   ,   46, 1,  1,  1,  3, 41.79
dp   ,   46, 1,  2,  4,  5, 22.52
dp   ,   46, 1,  3,  6,  6, 16.21
dp   ,   47, 1,  1,  1,  3, 41.12
dp   ,   47, 1,  2,  4,  5, 21.85
dp   ,   48, 1,  1,  1,  3, 38.05
dp   ,   48, 1,  2,  4,  5, 35.82
dp   ,   48, 1,  3,  6,  6, 18.97
dp   ,   49, 1,  1,  1,  3, 34.28
dp   ,   49, 1,  2,  4,  5, 35.82
dp   ,   49, 1,  3,  6,  6, 15.19
dp   ,   50, 1,  1,  1,  3, 32.65
dp   ,   50, 1,  2,  4,  5, 35.82
dp   ,   50, 1,  3,  6,  6, 13.57
dp   ,   51, 1,  1,  1,  3, 37.79
dp   ,   51, 1,  2,  4,  5, 26.86
dp   ,   51, 1,  3,  6,  6, 18.70
dp   ,   52, 1,  1,  1,  3, 34.73
dp   ,   52, 1,  2,  4,  5, 26.86
dp   ,   52, 1,  3,  6,  6, 15.65
dp   ,   53, 1,  1,  1,  3, 33.20
dp   ,   53, 1,  2,  4,  5, 26.86
dp   ,   53, 1,  3,  6,  6, 14.11
dp   ,   54, 1,  1,  1,  3, 37.27
dp   ,   54, 1,  2,  4,  5, 24.49
dp   ,   55, 1,  1,  1,  3, 35.06
dp   ,   55, 1,  2,  4,  5, 23.87
dp   ,   55, 1,  3,  6,  6, 15.97
dp   ,   56, 1,  1,  1,  3, 35.63
dp   ,   56, 1,  2,  4,  5, 22.84
dp   ,   57, 1,  1,  1,  3, 35.89
dp   ,   57, 1,  2,  4,  5, 35.82
dp   ,   57, 1,  3,  6,  6, 18.97
dp   ,   58, 1,  1,  1,  3, 32.11
dp   ,   58, 1,  2,  4,  5, 35.82
dp   ,   58, 1,  3,  6,  6, 15.19
dp   ,   59, 1,  1,  1,  3, 30.49
dp   ,   59, 1,  2,  4,  5, 35.82
dp   ,   59, 1,  3,  6,  6, 13.57
dp   ,   60, 1,  1,  1,  3, 35.62
dp   ,   60, 1,  2,  4,  5, 26.86
dp   ,   60, 1,  3,  6,  6, 18.70
dp   ,   61, 1,  1,  1,  3, 32.57
dp   ,   61, 1,  2,  4,  5, 26.86
dp   ,   61, 1,  3,  6,  6, 15.65
dp   ,   62, 1,  1,  1,  3, 35.11
dp   ,   62, 1,  2,  4,  5, 24.49
dp   ,   63, 1,  1,  1,  3, 38.46
dp   ,   63, 1,  2,  4,  5, 35.82
dp   ,   64, 1,  1,  1,  3, 38.46
dp   ,   64, 1,  2,  4,  5, 35.82
dp   ,   65, 1,  1,  1,  3, 38.11
dp   ,   65, 1,  2,  4,  5, 35.82
dp   ,   65, 1,  3,  6,  6, 13.39
dp   ,   66, 1,  1,  1,  3, 38.46
dp   ,   66, 1,  2,  4,  5, 26.86
dp   ,   67, 1,  1,  1,  3, 38.46
dp   ,   67, 1,  2,  4,  5, 26.86
dp   ,   68, 1,  1,  1,  3, 38.33
dp   ,   68, 1,  2,  4,  5, 26.86
dp   ,   68, 1,  3,  6,  6, 13.91
dp   ,   69, 1,  1,  1,  3, 38.46
dp   ,   69, 1,  2,  4,  5, 23.87
dp   ,   70, 1,  1,  1,  3, 38.46
dp   ,   70, 1,  2,  4,  5, 23.87
dp   ,   71, 1,  1,  1,  3, 38.46
dp   ,   71, 1,  2,  4,  5, 22.38
dp   ,   72, 1,  1,  1,  3, 37.72
dp   ,   72, 1,  2,  4,  5, 35.82
dp   ,   72, 1,  3,  6,  6, 18.80
dp   ,   73, 1,  1,  1,  3, 34.28
dp   ,   73, 1,  2,  4,  5, 35.82
dp   ,   73, 1,  3,  6,  6, 15.19
dp   ,   74, 1,  1,  1,  3, 32.65
dp   ,   74, 1,  2,  4,  5, 35.82
dp   ,   74, 1,  3,  6,  6, 13.57
dp   ,   75, 1,  1,  1,  3, 37.61
dp   ,   75, 1,  2,  4,  5, 26.86
dp   ,   75, 1,  3,  6,  6, 18.63
dp   ,   76, 1,  1,  1,  3, 34.73
dp   ,   76, 1,  2,  4,  5, 26.86
dp   ,   76, 1,  3,  6,  6, 15.65
dp   ,   77, 1,  1,  1,  3, 37.27
dp   ,   77, 1,  2,  4,  5, 24.49
dp   ,   78, 1,  1,  1,  3, 35.89
dp   ,   78, 1,  2,  4,  5, 35.82
dp   ,   78, 1,  3,  6,  6, 18.97
dp   ,   79, 1,  1,  1,  3, 32.11
dp   ,   79, 1,  2,  4,  5, 35.82
dp   ,   79, 1,  3,  6,  6, 15.19
dp   ,   80, 1,  1,  1,  3, 35.62
dp   ,   80, 1,  2,  4,  5, 26.86
dp   ,   80, 1,  3,  6,  6, 18.70
dp   ,   81, 1,  1,  1,  3, 35.97
dp   ,   81, 1,  2,  4,  5, 35.82
dp   ,   82, 1,  1,  1,  3, 35.97
dp   ,   82, 1,  2,  4,  5, 35.82
dp   ,   83, 1,  1,  1,  3, 35.97
dp   ,   83, 1,  2,  4,  5, 35.82
dp   ,   84, 1,  1,  1,  3, 35.97
dp   ,   84, 1,  2,  4,  5, 26.86
dp   ,   85, 1,  1,  1,  3, 35.97
dp   ,   85, 1,  2,  4,  5, 26.86
dp   ,   86, 1,  1,  1,  3, 35.97
dp   ,   86, 1,  2,  4,  5, 23.87
dp   ,   87, 1,  1,  1,  3, 35.97
dp   ,   87, 1,  2,  4,  5, 35.82
dp   ,   88, 1,  1,  1,  3, 34.28
dp   ,   88, 1,  2,  4,  5, 35.82
dp   ,   88, 1,  3,  6,  6, 15.19
dp   ,   89, 1,  1,  1,  3, 35.97
dp   ,   89, 1,  2,  4,  5, 26.86
dp   ,   90, 1,  1,  1,  3, 35.50
dp   ,   90, 1,  2,  4,  5, 35.82
dp   ,   90, 1,  3,  6,  6, 18.74
dp   ,   91, 1,  1,  1,  3, 34.48
dp   ,   91, 1,  2,  4,  5, 35.82
dp   ,   92, 1,  1,  1,  3, 34.48
dp   ,   92, 1,  2,  4,  5, 35.82
dp   ,   93, 1,  1,  1,  3, 34.48
dp   ,   93, 1,  2,  4,  5, 26.86
dp   ,   94, 1,  1,  1,  3, 34.48
dp   ,   94, 1,  2,  4,  5, 35.82
dp   ,   95, 1,  1,  1,  3, 33.48
dp   ,   95, 1,  2,  4,  5, 35.82
